country_node_id,country_alpha2,springrank_score,flow_out,flow_in,flow_self,flow_total,year_center,window_start_year,window_end_year_excl,window_width,window_mode,springrank_rank
11,pr,0.5590525421415066,7.0,2.0,6.0,15.0,1972,1971,1974,3,center_right,24
15,gr,0.49788428368891047,17.0,4.0,14.0,35.0,1972,1971,1974,3,center_right,25
40,cu,0.4821898774338374,9.0,2.0,69.0,80.0,1972,1971,1974,3,center_right,26
81,tw,0.47853796052837766,21.0,4.0,9.0,34.0,1972,1971,1974,3,center_right,27
39,co,0.4772709505730723,23.0,6.0,42.0,71.0,1972,1971,1974,3,center_right,28
83,hk,0.4755064408309065,3.0,1.0,1.0,5.0,1972,1971,1974,3,center_right,29
51,jp,0.45304592222732915,22.0,5.0,100.0,127.0,1972,1971,1974,3,center_right,30
32,ge,0.42782829667138406,4.0,1.0,23.0,28.0,1972,1971,1974,3,center_right,31
97,sd,0.41761555304078846,3.0,1.0,5.0,9.0,1972,1971,1974,3,center_right,32
12,bg,0.4050758716160709,3.0,1.0,10.0,14.0,1972,1971,1974,3,center_right,33
42,pk,0.37825904100794094,9.0,3.0,14.0,26.0,1972,1971,1974,3,center_right,34
75,gh,0.3726869730927618,3.0,1.0,2.0,6.0,1972,1971,1974,3,center_right,35
47,sk,0.3572774961702372,4.0,2.0,9.0,15.0,1972,1971,1974,3,center_right,36
7,cl,0.3316504480054216,18.0,7.0,40.0,65.0,1972,1971,1974,3,center_right,37
43,uy,0.32292479499361376,4.0,2.0,5.0,11.0,1972,1971,1974,3,center_right,38
89,az,0.2984330152270581,7.0,2.0,23.0,32.0,1972,1971,1974,3,center_right,39
55,ve,0.2933150257469063,21.0,9.0,31.0,61.0,1972,1971,1974,3,center_right,40
82,ro,0.2769468345767598,10.0,4.0,44.0,58.0,1972,1971,1974,3,center_right,41
84,bo,0.27295978277088684,3.0,1.0,0.0,4.0,1972,1971,1974,3,center_right,42
33,pe,0.23343397825218345,22.0,11.0,131.0,164.0,1972,1971,1974,3,center_right,43
94,cn,0.230792177566333,6.0,3.0,15.0,24.0,1972,1971,1974,3,center_right,44
88,mt,0.21304767636983382,2.0,1.0,3.0,6.0,1972,1971,1974,3,center_right,45
61,za,0.21250025284943413,20.0,8.0,68.0,96.0,1972,1971,1974,3,center_right,46
30,hu,0.1940519005243193,6.0,3.0,54.0,63.0,1972,1971,1974,3,center_right,47
19,cz,0.17655043745301838,8.0,4.0,48.0,60.0,1972,1971,1974,3,center_right,48
14,at,0.16414099679953814,13.0,6.0,16.0,35.0,1972,1971,1974,3,center_right,49
21,eg,0.16190968206800826,21.0,10.0,84.0,115.0,1972,1971,1974,3,center_right,50
59,bd,0.16055230300350004,5.0,4.0,11.0,20.0,1972,1971,1974,3,center_right,51
86,iq,0.14699362115313172,4.0,2.0,12.0,18.0,1972,1971,1974,3,center_right,52
50,ar,0.14125224144344922,10.0,7.0,53.0,70.0,1972,1971,1974,3,center_right,53
10,au,0.12531402360578428,83.0,45.0,220.0,348.0,1972,1971,1974,3,center_right,54
18,in,0.11785152515051402,54.0,28.0,213.0,295.0,1972,1971,1974,3,center_right,55
37,lt,0.11732511042008165,2.0,1.0,11.0,14.0,1972,1971,1974,3,center_right,56
35,by,0.11687918835853717,10.0,5.0,48.0,63.0,1972,1971,1974,3,center_right,57
90,sg,0.10902941589733003,2.0,1.0,2.0,5.0,1972,1971,1974,3,center_right,58
68,nz,0.07643369916477606,18.0,13.0,37.0,68.0,1972,1971,1974,3,center_right,59
23,es,0.06443754327225411,32.0,23.0,185.0,240.0,1972,1971,1974,3,center_right,60
53,pt,0.02840837203473473,24.0,15.0,80.0,119.0,1972,1971,1974,3,center_right,61
27,ng,0.01935945753273474,7.0,5.0,11.0,23.0,1972,1971,1974,3,center_right,62
62,jm,0.015917327809586306,3.0,2.0,1.0,6.0,1972,1971,1974,3,center_right,63
